FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db7,NSW,117,Eden-Monaro,666,1,Adaminaby,Adaminaby Memorial Hall,cnr York & Denison St,,,ADAMINABY,NSW,2630.0,POINT (148.7738503 -35.9950803)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db6,NSW,117,Eden-Monaro,1242,1,Adelong,Adelong Services & Citizens Club,54 Tumut St,,,ADELONG,NSW,2729.0,POINT (148.065613 -35.308119)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db5,NSW,117,Eden-Monaro,668,1,Araluen,Araluen Federal Hall,5989 Araluen Rd,,,ARALUEN,NSW,2622.0,POINT (149.8133351 -35.6518827)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db4,NSW,117,Eden-Monaro,1247,1,Batlow,Batlow Technology School,80 Pioneer St,,,BATLOW,NSW,2730.0,POINT (148.147 -35.5215)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db3,NSW,117,Eden-Monaro,672,1,Bega,Bega High School,cnr Auckland & High Sts,,,BEGA,NSW,2550.0,POINT (149.839 -36.6783)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db2,NSW,117,Eden-Monaro,673,1,Bega Central,Bega Valley Public School,21 Auckland St,,,BEGA,NSW,2550.0,POINT (149.841 -36.6707)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db1,NSW,117,Eden-Monaro,33920,5,Bega PPVC,3 Hill St,,,,BEGA,NSW,2550.0,POINT (149.8416404 -36.6889097)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2db0,NSW,117,Eden-Monaro,675,1,Bemboka,Bemboka Memorial Hall,cnr Loftus St & Adams St,,,BEMBOKA,NSW,2550.0,POINT (149.5678036 -36.6266215)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2daf,NSW,117,Eden-Monaro,676,1,Bermagui,Bermagui Community Centre,3 Bunga St,,,BERMAGUI,NSW,2546.0,POINT (150.076031 -36.428896)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dae,NSW,117,Eden-Monaro,677,1,Berridale,Berridale Community Hall,8 Florence St,,,BERRIDALE,NSW,2628.0,POINT (148.82908 -36.37226)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dad,NSW,117,Eden-Monaro,1250,1,Binalong,Binalong Public School,10 Dickinson St,,,BINALONG,NSW,2584.0,POINT (148.6251819 -34.6698703)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dac,NSW,117,Eden-Monaro,65642,5,BLV Eden Monaro PPVC,BLV Eden Monaro,103 Northbourne Ave,,,TURNER,ACT,2601.0,POINT (149.2320236 -35.3522756)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dab,NSW,117,Eden-Monaro,680,1,Bodalla,Bodalla Public School,7 Potato Point Rd,,,BODALLA,NSW,2545.0,POINT (150.053 -36.0976)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2daa,NSW,117,Eden-Monaro,681,1,Bombala,Bombala High School,20 Bright St,,,BOMBALA,NSW,2632.0,POINT (149.232 -36.9168)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da9,NSW,117,Eden-Monaro,1255,1,Bowning,Bowning Community Hall,5 Short St,,,BOWNING,NSW,2582.0,POINT (148.819 -34.7674)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da8,NSW,117,Eden-Monaro,682,1,Braidwood,Braidwood Central School,46 Wilson St,,,BRAIDWOOD,NSW,2622.0,POINT (149.798 -35.4413)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da7,NSW,117,Eden-Monaro,683,1,Bredbo,Bredbo Public School,24 Cooma St,,,BREDBO,NSW,2626.0,POINT (149.1481667 -35.9539528)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da6,NSW,117,Eden-Monaro,684,1,Brogo,Brogo Public Hall,13198 Princes Hwy,,,BROGO,NSW,2550.0,POINT (149.8233891 -36.573957)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da5,NSW,117,Eden-Monaro,685,1,Bungendore,Bungendore Public School,59-65 Gibraltar St,,,BUNGENDORE,NSW,2621.0,POINT (149.445 -35.2552)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da4,NSW,117,Eden-Monaro,83842,1,Bungendore North,St Mary's Hall,28 Turallo Terrace,,,BUNGENDORE,NSW,2621.0,POINT (149.4417545 -35.2516064)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da3,NSW,117,Eden-Monaro,687,1,Candelo,Candelo Town Hall,38 William St,,,CANDELO,NSW,2550.0,POINT (149.696075 -36.766319)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da2,NSW,117,Eden-Monaro,688,1,Captains Flat,Captains Flat Community Hall,Foxlow St,,,CAPTAINS FLAT,NSW,2621.0,POINT (149.44533 -35.59185)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da1,NSW,117,Eden-Monaro,690,1,Central Tilba,Central Tilba School of Arts,3 Bate St,,,CENTRAL TILBA,NSW,2546.0,POINT (150.076 -36.3126)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2da0,NSW,117,Eden-Monaro,691,1,Cobargo,Cobargo School Of Arts,20 Cobargo Bermagui Rd,,,COBARGO,NSW,2550.0,POINT (149.8891246 -36.3890048)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d9f,NSW,117,Eden-Monaro,692,1,Cooma,Cooma Public School,Commissioner St,,,COOMA,NSW,2630.0,POINT (149.125 -36.2375)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d9e,NSW,117,Eden-Monaro,694,1,Cooma North,Cooma North Public School,Baroona Ave,,,COOMA NORTH,NSW,2630.0,POINT (149.1312397 -36.2182844)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d9d,NSW,117,Eden-Monaro,33921,5,Cooma PPVC,Monaro Regional Library,61 Vale St,,,COOMA,NSW,2630.0,POINT (149.1249407 -36.236464)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d9c,NSW,117,Eden-Monaro,696,1,Dalgety,Dalgety Public School,Cooma St,,,DALGETY,NSW,2630.0,POINT (148.837 -36.5028)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d9b,NSW,117,Eden-Monaro,697,1,Dalmeny,Dalmeny Community Hall,Mort Ave,,,DALMENY,NSW,2546.0,POINT (150.12 -36.1618)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d9a,NSW,117,Eden-Monaro,698,1,Delegate,Delegate Public School,10 Campbell St,,,DELEGATE,NSW,2633.0,POINT (148.938 -37.0415)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d99,NSW,117,Eden-Monaro,30108,5,Divisional Office (PREPOLL),Divisional Office,103 Northbourne Ave,,,TURNER,ACT,2601.0,POINT (149.129899 -35.270926)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d98,NSW,117,Eden-Monaro,699,1,Eden,Eden Marine High School,Barclay St,,,EDEN,NSW,2551.0,POINT (149.907 -37.0561)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d97,NSW,117,Eden-Monaro,82536,1,Googong,The Anglican School,136 Gorman Dr,,,GOOGONG,NSW,2620.0,POINT (149.2338288 -35.4229095)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d96,NSW,117,Eden-Monaro,933,1,Gundaroo,Gundaroo Public School,Lot St,,,GUNDAROO,NSW,2620.0,POINT (149.271 -35.0301)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d95,NSW,117,Eden-Monaro,31436,1,Jerrabomberra,Jerrabomberra Public School,2 Coachwood Ave,,,JERRABOMBERRA,NSW,2619.0,POINT (149.199 -35.3864)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d94,NSW,117,Eden-Monaro,701,1,Jindabyne,Memorial Hall,45 Kosciuszko Rd,,,JINDABYNE,NSW,2627.0,POINT (148.6236223 -36.4151245)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d93,NSW,117,Eden-Monaro,33922,5,Jindabyne PPVC,"Office of Sport, Jindabyne Sport & Recreation Centre",207 Barry Way,,,JINDABYNE,NSW,2627.0,POINT (148.6134518 -36.4326256)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d92,NSW,117,Eden-Monaro,799,1,Jingellic,Jingellic Showgrounds,3211 River Rd,,,JINGELLIC,NSW,2642.0,POINT (147.697 -35.9257)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d91,NSW,117,Eden-Monaro,800,1,Khancoban,Khancoban Visitor Centre,Alpine Way & Scammel St,,,KHANCOBAN,NSW,2642.0,POINT (148.1296333 -36.2179037)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d90,NSW,117,Eden-Monaro,702,1,Majors Creek,Majors Creek Recreation Hall,Hill St,,,MAJORS CREEK,NSW,2622.0,POINT (149.742 -35.569)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d8f,NSW,117,Eden-Monaro,703,1,Merimbula,Merimbula Public School,49-55 Main St,,,MERIMBULA,NSW,2548.0,POINT (149.917 -36.887)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d8e,NSW,117,Eden-Monaro,679,1,Merimbula Central,"Albert Moore Gardens, Bimbimbie Park",10 Short St,,,MERIMBULA,NSW,2548.0,POINT (149.906 -36.8925)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d8d,NSW,117,Eden-Monaro,33923,5,Merimbula PPVC,"Albert Moore Gardens, Bimbimbie Park",Short St,,,MERIMBULA,NSW,2548.0,POINT (149.9085506 -36.8920162)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d8c,NSW,117,Eden-Monaro,704,1,Michelago,Michelago Public School,20 Ryrie Street,,,MICHELAGO,NSW,2620.0,POINT (149.161 -35.7056)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d8b,NSW,117,Eden-Monaro,1301,1,Murrumbateman,Murrumbateman Recreation Grounds Hall,Barton Hwy,,,MURRUMBATEMAN,NSW,2582.0,POINT (149.03126 -34.9694)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d8a,NSW,126,Hunter,65194,5,Charlestown HUNTER PPVC,29 Smith St,,,,CHARLESTOWN,NSW,2290.0,POINT (151.6966374 -32.9645896)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d89,NSW,117,Eden-Monaro,710,1,Narooma,Narooma Sport and Leisure Centre,100 Bluewater Dr,,,NAROOMA,NSW,2546.0,POINT (150.1291792 -36.2162367)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d88,NSW,117,Eden-Monaro,33924,5,Narooma PPVC,Narooma CWA Rooms,96 Campbell St,,,NAROOMA,NSW,2546.0,POINT (150.1308741 -36.2167801)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d87,NSW,117,Eden-Monaro,712,1,Nimmitabel,Nimmitabel Public School,Wolfe St,,,NIMMITABEL,NSW,2631.0,POINT (149.289 -36.5107)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d86,NSW,117,Eden-Monaro,714,1,Pambula,Pambula Public School,25 Oregan St,,,PAMBULA,NSW,2549.0,POINT (149.8720612 -36.9264058)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d85,NSW,117,Eden-Monaro,32991,1,Perisher Valley,National Parks & Wildlife Offices,9914 Kosciuszko Rd,,,PERISHER VALLEY,NSW,2630.0,POINT (148.447 -36.3895)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d84,NSW,117,Eden-Monaro,716,1,Quaama,Quaama School of Arts,38 Cobargo St,,,QUAAMA,NSW,2550.0,POINT (149.871 -36.4642)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d83,NSW,117,Eden-Monaro,717,1,Queanbeyan,Queanbeyan Public School,15 Isabella St,,,QUEANBEYAN,NSW,2620.0,POINT (149.2355025 -35.3571625)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d82,NSW,117,Eden-Monaro,718,1,Queanbeyan Central,Queanbeyan Masonic Centre,258 Crawford St,,,QUEANBEYAN,NSW,2620.0,POINT (149.235256 -35.353979)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d81,NSW,117,Eden-Monaro,719,1,Queanbeyan East,Queanbeyan East Public School,Thurralilly St,,,QUEANBEYAN EAST,NSW,2620.0,POINT (149.246 -35.3445)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d80,NSW,117,Eden-Monaro,720,1,Queanbeyan Heights,Queanbeyan High School,cnr Surveyor St & Agnes Ave,,,CRESTWOOD,NSW,2620.0,POINT (149.222 -35.3527)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d7f,NSW,117,Eden-Monaro,722,1,Queanbeyan North,Queanbeyan Presbyterian Church Hall,2 Morisset St,,,QUEANBEYAN,NSW,2620.0,POINT (149.23094 -35.35234)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d7e,NSW,117,Eden-Monaro,33925,5,Queanbeyan PPVC,228 Crawford St,,,,QUEANBEYAN,NSW,2620.0,POINT (149.2342423 -35.3526312)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d7d,NSW,117,Eden-Monaro,723,1,Queanbeyan South,Queanbeyan South Public School,101 Cameron Rd,,,KARABAR,NSW,2620.0,POINT (149.229151 -35.3655795)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d7c,NSW,117,Eden-Monaro,724,1,Queanbeyan West,Queanbeyan West Public School,100 Morton St,,,CRESTWOOD,NSW,2620.0,POINT (149.215 -35.3478)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d7b,NSW,117,Eden-Monaro,829,1,Rosewood,Rosewood Public School,73 Carabost St,,,ROSEWOOD,NSW,2652.0,POINT (147.862 -35.6705)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d75,NSW,117,Eden-Monaro,82595,2,Special Hospital Team 6,Blakeney Lodge,Carey St,,,TUMUT,NSW,2720.0,POINT (148.214581 -35.3001774)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d74,NSW,117,Eden-Monaro,32915,1,Sutton,Sutton Public School,18 Victoria St,,,SUTTON,NSW,2620.0,POINT (149.254 -35.1648)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d73,NSW,117,Eden-Monaro,14051,1,Sydney (Eden-Monaro),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d72,NSW,117,Eden-Monaro,1316,1,Talbingo,Talbingo Public School,Lampe St,,,TALBINGO,NSW,2720.0,POINT (148.301 -35.5803)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d71,NSW,117,Eden-Monaro,727,1,Tanja,Tanja Public School,7 Barrabooka Rd,,,TANJA,NSW,2550.0,POINT (149.975 -36.6408)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d70,NSW,117,Eden-Monaro,728,1,Tathra,Tathra Public School,75 Bega St,,,TATHRA,NSW,2550.0,POINT (149.9787608 -36.7335957)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d6f,NSW,117,Eden-Monaro,31083,1,Thredbo,Thredbo Community Centre,1 Crackenback Dr,,,THREDBO VILLAGE,NSW,2625.0,POINT (148.301 -36.5063)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d6e,NSW,117,Eden-Monaro,841,1,Tooma,Tooma Memorial Services Club,cnr Welaregang Rd &,Lwr Mannus Creek Rd,,TOOMA,NSW,2642.0,POINT (148.058 -35.9648)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d6d,NSW,117,Eden-Monaro,730,1,Towamba,Towamba Public School,7 Towamba St,,,TOWAMBA,NSW,2550.0,POINT (149.695 -37.0848)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d6c,NSW,117,Eden-Monaro,842,1,Tumbarumba,Tumbarumba High School,101 Tooma Rd,,,TUMBARUMBA,NSW,2653.0,POINT (148.017 -35.7847)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d6b,NSW,117,Eden-Monaro,1324,1,Tumut,Tumut Public School,177 Wynyard St,,,TUMUT,NSW,2720.0,POINT (148.2109308 -35.3069305)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d6a,NSW,117,Eden-Monaro,11950,1,Tumut East,Tumut High School,11 Bogong Pl,,,TUMUT,NSW,2720.0,POINT (148.219 -35.3126)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d69,NSW,117,Eden-Monaro,65490,5,Tumut PPVC,Tumut CWA Rooms,148 Wynyard St,,,TUMUT,NSW,2720.0,POINT (148.2211508 -35.3025921)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d68,NSW,117,Eden-Monaro,31665,1,Tura Beach,Tura Murrang Library,15 Beach Dr,,,TURA BEACH,NSW,2548.0,POINT (149.925 -36.85)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d67,NSW,117,Eden-Monaro,733,1,Wamboin,Wamboin Community Association Hall,112 Bingley Way,,,WAMBOIN,NSW,2620.0,POINT (149.306 -35.252)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d66,NSW,117,Eden-Monaro,1336,1,Wee Jasper,Wee Jasper Memorial Hall,6426 Wee Jasper Rd,,,WEE JASPER,NSW,2582.0,POINT (148.6732364 -35.1106585)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d65,NSW,117,Eden-Monaro,734,1,Wolumla,Wolumla Memorial Hall,1 Scott St,,,WOLUMLA,NSW,2550.0,POINT (149.81 -36.834)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d64,NSW,117,Eden-Monaro,735,1,Wyndham,Wyndham Public School,Monaro St,,,WYNDHAM,NSW,2550.0,POINT (149.646 -36.9292)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d63,NSW,117,Eden-Monaro,1338,1,Yass,Yass Memorial Hall,88 Comur St,,,YASS,NSW,2582.0,POINT (148.912 -34.8426)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d62,NSW,117,Eden-Monaro,11951,1,Yass North,Yass High School,39 Grampian St,,,YASS,NSW,2582.0,POINT (148.912 -34.8342)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d61,NSW,117,Eden-Monaro,46471,5,Yass PPVC,St Clements Church Hall,17 Church St,,,YASS,NSW,2582.0,POINT (148.9117192 -34.8396998)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d60,NSW,118,Farrer,746,1,Albury,Albury Public School,481 David St,,,ALBURY,NSW,2640.0,POINT (146.9188145 -36.0830081)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d5f,NSW,118,Farrer,748,1,Albury Central,Albury High School,625 Kiewa St,,,ALBURY,NSW,2640.0,POINT (146.9167639 -36.0732767)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d5e,NSW,118,Farrer,747,1,Albury East,Albury PCYC,236 Andrews St,,,EAST ALBURY,NSW,2640.0,POINT (146.9383558 -36.0711246)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d5d,NSW,118,Farrer,34273,5,Albury FARRER PPVC,Albury PPVC,427 Swift St,,,ALBURY,NSW,2640.0,POINT (146.9233189 -36.0798003)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d5c,NSW,118,Farrer,751,1,Albury North,Albury North Public School,868 Mate St,,,NORTH ALBURY,NSW,2640.0,POINT (146.932 -36.0641)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d5b,NSW,118,Farrer,752,1,Albury West,Albury West Public School,511 Mott St,,,WEST ALBURY,NSW,2640.0,POINT (146.895 -36.0783)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d5a,NSW,118,Farrer,755,1,Balranald,Balranald Central School,57 We St,,,BALRANALD,NSW,2715.0,POINT (143.5635986 -34.6361947)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d59,NSW,118,Farrer,2482,1,Barellan,Barellan Central School,26 Boree St,,,BARELLAN,NSW,2665.0,POINT (146.572 -34.2878)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d58,NSW,118,Farrer,756,1,Barham,Riverside Reception Centre,15 Murray St,,,BARHAM,NSW,2732.0,POINT (144.1272305 -35.6301297)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d57,NSW,118,Farrer,757,1,Barooga,Barooga Public School,17-21 Hughes St,,,BAROOGA,NSW,3644.0,POINT (145.6952916 -35.9129125)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d56,NSW,118,Farrer,2484,1,Beelbangera,Beelbangera Public School,765 Rankins Springs Rd,,,BEELBANGERA,NSW,2680.0,POINT (146.101 -34.253)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d55,NSW,118,Farrer,758,1,Berrigan,Berrigan Public School,25-29 Momalong St,,,BERRIGAN,NSW,2712.0,POINT (145.815 -35.6594)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d54,NSW,118,Farrer,759,1,Blighty,Blighty Public School,185 Blighty School Rd,,,BLIGHTY,NSW,2713.0,POINT (145.348 -35.5887)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d53,NSW,118,Farrer,65446,5,BLV Farrer PPVC,BLV Farrer,Farrer House,526 Swift St,,ALBURY,NSW,2640.0,POINT (146.9169595 -36.0785986)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d52,NSW,118,Farrer,763,1,Bunnaloo,Bunnaloo Public School,Fitzroy St,,,BUNNALOO,NSW,2731.0,POINT (144.595 -35.7838)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d51,NSW,118,Farrer,764,1,Buronga,Midway Community Centre,6 Midway Dr,,,BURONGA,NSW,2739.0,POINT (142.1997512 -34.1723164)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d50,NSW,118,Farrer,765,1,Burrumbuttock,Burrumbuttock Public School,30 Howlong Rd,,,BURRUMBUTTOCK,NSW,2642.0,POINT (146.8000595 -35.8378087)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d4f,NSW,118,Farrer,2496,1,Carrathool,Carrathool Public School,Glover St,,,CARRATHOOL,NSW,2711.0,POINT (145.433 -34.4084)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d4e,NSW,118,Farrer,2498,1,Coleambally,Coleambally Central School,11 Kingfisher Ave,,,COLEAMBALLY,NSW,2707.0,POINT (145.884 -34.8052)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d4d,NSW,118,Farrer,773,1,Corowa,Corowa Public School,244 Honour Ave,,,COROWA,NSW,2646.0,POINT (146.3937684 -35.9924764)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d4c,NSW,118,Farrer,774,1,Corowa Central,Corowa High School,69 Redlands Rd,,,COROWA,NSW,2646.0,POINT (146.3809 -35.99418)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d4b,NSW,118,Farrer,83620,5,Corowa PPVC,Oddfellows Hall,231 Sanger St,,,COROWA,NSW,2646.0,POINT (146.3911984 -35.9947946)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d4a,NSW,118,Farrer,775,1,Corowa South,Corowa South Public School,158 Hume St,,,COROWA,NSW,2646.0,POINT (146.376 -36.0212)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d49,NSW,118,Farrer,776,1,Culcairn,Culcairn Public School,43 Balfour St,,,CULCAIRN,NSW,2660.0,POINT (147.04 -35.6679)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d48,NSW,118,Farrer,778,1,Dareton,Dareton Public School,49 Matong St,,,DARETON,NSW,2717.0,POINT (142.041 -34.0915)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2d47,NSW,118,Farrer,2501,1,Darlington Point,Murrumbidgee Council Chambers,21 Carrington St,,,DARLINGTON POINT,NSW,2706.0,POINT (145.998993 -34.568451)
