FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bdc,NSW,125,Hume,910,1,Collector,Collector Memorial Hall,1 Brennan St,,,COLLECTOR,NSW,2581.0,POINT (149.436 -34.9161)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bdb,NSW,125,Hume,11962,1,Colo Vale,Colo Vale Community Centre,26-28 Railway Ave,,,COLO VALE,NSW,2575.0,POINT (150.487 -34.4005)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bda,NSW,125,Hume,915,1,Crookwell,Crookwell Public School,43 Denison St,,,CROOKWELL,NSW,2583.0,POINT (149.47 -34.4599)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd9,NSW,125,Hume,919,1,Dalton,Dalton Public School,1-5 Jobson St,,,DALTON,NSW,2581.0,POINT (149.18 -34.7205)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd8,NSW,125,Hume,30116,5,Divisional Office (PREPOLL),Divisional Office,40 Goldsmith St,,,GOULBURN,NSW,2580.0,POINT (149.720524 -34.7509335)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd7,NSW,125,Hume,1680,1,Douglas Park,Douglas Park Public School,111 Camden Rd,,,DOUGLAS PARK,NSW,2569.0,POINT (150.712912 -34.1790932)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd6,NSW,125,Hume,83048,1,Elderslie Central,Elderslie Public School,170a Lodges Rd,,,ELDERSLIE,NSW,2570.0,POINT (150.7212885 -34.0559877)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd5,NSW,125,Hume,921,1,Exeter,Exeter Hall,16 Exeter Rd,,,EXETER,NSW,2579.0,POINT (150.3165915 -34.6117354)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd4,NSW,125,Hume,923,1,Frogmore,Frogmore Community Hall,1074 Frogmore Rd,,,FROGMORE,NSW,2586.0,POINT (148.841 -34.2651)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd3,NSW,125,Hume,926,1,Goulburn Heights,Goulburn High School,132 Goldsmith St,,,GOULBURN,NSW,2580.0,POINT (149.7113803 -34.7463978)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd2,NSW,125,Hume,928,1,Goulburn North,St Joseph's New School Hall,118 Reynolds St,,,GOULBURN,NSW,2580.0,POINT (149.7323433 -34.7471232)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd1,NSW,125,Hume,33866,5,Goulburn PPVC,2/104 Clinton St,,,,GOULBURN,NSW,2580.0,POINT (149.711886 -34.756438)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bd0,NSW,125,Hume,929,1,Goulburn South,George Simes Memorial Scout Centre,19-30 Addison St,,,GOULBURN,NSW,2580.0,POINT (149.712 -34.7588)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bcf,NSW,125,Hume,930,1,Goulburn West,Goulburn West Public School,106 Combermere St,,,GOULBURN,NSW,2580.0,POINT (149.701 -34.7592)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bce,NSW,125,Hume,931,1,Grabben Gullen,Grabben Gullen Public Hall,Camp St,,,GRABBEN GULLEN,NSW,2583.0,POINT (149.395 -34.542)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bcd,NSW,125,Hume,1674,1,Grasmere,Carrington Retirement Village,90 Werombi Rd,,,GRASMERE,NSW,2570.0,POINT (150.672 -34.052)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bcc,NSW,125,Hume,934,1,Gunning,Gunning Public School,96 Yass St,,,GUNNING,NSW,2581.0,POINT (149.266 -34.7833)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bcb,NSW,125,Hume,2787,1,Hill Top,Hill Top Public School,11 Linda St,,,HILL TOP,NSW,2575.0,POINT (150.4882203 -34.353646)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bca,NSW,125,Hume,940,1,Laggan,Laggan Public School,Laggan Rd,,,LAGGAN,NSW,2583.0,POINT (149.53 -34.4018)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc9,NSW,125,Hume,883,1,Luddenham,Luddenham Public School,24 Jamison St,,,LUDDENHAM,NSW,2745.0,POINT (150.692 -33.8816)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc8,NSW,125,Hume,943,1,Marulan,Marulan Community Hall,70 George St,,,MARULAN,NSW,2579.0,POINT (150.0069 -34.71)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc7,NSW,125,Hume,83534,1,Menangle,Durham Green,153 Menangle Rd,,,MENANGLE,NSW,2568.0,POINT (150.7384106 -34.133189)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc6,NSW,125,Hume,11991,1,Mount Annan,Mount Annan Public School,12 Stenhouse Dr,,,MOUNT ANNAN,NSW,2567.0,POINT (150.761 -34.0608)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc5,NSW,125,Hume,36407,1,Mount Annan Central,Mount Annan High School,248 Welling Dr,,,MOUNT ANNAN,NSW,2567.0,POINT (150.762 -34.0574)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc4,NSW,125,Hume,1688,1,Mount Hunter,Mount Hunter Community Hall,160 Burragorang Rd,,,MOUNT HUNTER,NSW,2570.0,POINT (150.636894 -34.071021)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc3,NSW,125,Hume,1690,1,Narellan,Yandelora School SSP,1 Richardson Rd,,,NARELLAN,NSW,2567.0,POINT (150.7324661 -34.0423929)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc2,NSW,125,Hume,11992,1,Narellan Vale,Elizabeth Macarthur High School,38 Waterworth Dr,,,NARELLAN VALE,NSW,2567.0,POINT (150.7397917 -34.0569622)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc1,NSW,125,Hume,83429,1,Narellan Vale Central,St Clares Catholic Primary School,59 Holdsworth Dr,,,NARELLAN VALE,NSW,2567.0,POINT (150.7461721 -34.0489175)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bc0,NSW,125,Hume,1691,1,Oakdale,Oakdale Public School,1530 Burragorang Rd,,,OAKDALE,NSW,2570.0,POINT (150.508 -34.0797)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bbf,NSW,125,Hume,1692,1,Orangeville,Camden County Uniting Church,440 Silverdale Rd,,,ORANGEVILLE,NSW,2570.0,POINT (150.572 -34.0347)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bbe,NSW,125,Hume,1693,1,Picton,Picton Public School,27 Lumsdaine St,,,PICTON,NSW,2571.0,POINT (150.6090661 -34.1763435)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bbd,NSW,125,Hume,959,1,Rye Park,Rye Park Public School,2-4 Yass St,,,RYE PARK,NSW,2586.0,POINT (148.909 -34.5176)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb9,NSW,125,Hume,82977,1,Spring Farm,Spring Farm Public School,26-36 Springs Rd,,,SPRING FARM,NSW,2570.0,POINT (150.7154584 -34.0702505)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb8,NSW,125,Hume,14092,1,Sydney (Hume),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb7,NSW,125,Hume,1698,1,Tahmoor,Tahmoor Public School,2680 Remembrance Dr,,,TAHMOOR,NSW,2573.0,POINT (150.591 -34.2293)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb6,NSW,125,Hume,967,1,Tallong,Tallong Memorial Hall,2-8 Memorial Rd,,,TALLONG,NSW,2579.0,POINT (150.087 -34.7203)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb5,NSW,125,Hume,968,1,Tarago,Tarago Town Hall,18 Wallace St,,,TARAGO,NSW,2580.0,POINT (149.65367 -35.06951)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb4,NSW,125,Hume,969,1,Taralga,Taralga Memorial Hall,23 Orchard St,,,TARALGA,NSW,2580.0,POINT (149.82 -34.4025)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb3,NSW,125,Hume,1700,1,The Oaks,The Oaks Public School,5 Burragorang Rd,,,THE OAKS,NSW,2570.0,POINT (150.571 -34.0788)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb2,NSW,125,Hume,1702,1,Thirlmere,Thirlmere Public School,10 Oaks St,,,THIRLMERE,NSW,2572.0,POINT (150.569 -34.2043)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb1,NSW,125,Hume,895,1,Wallacia,Wallacia Public School,1573-1585 Mulgoa Rd,,,WALLACIA,NSW,2745.0,POINT (150.642 -33.8624)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bb0,NSW,125,Hume,1707,1,Warragamba,Warragamba Public School,2 Weir Rd,,,WARRAGAMBA,NSW,2752.0,POINT (150.605 -33.8909)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2baf,NSW,125,Hume,1708,1,Wilton,Wilton Public School,11 Greenbridge Dr,,,WILTON,NSW,2571.0,POINT (150.6848574 -34.2287239)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bae,NSW,125,Hume,976,1,Wingello,Penrose Hall,300 Kareela Rd,,,PENROSE,NSW,2579.0,POINT (150.2122896 -34.6711826)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bad,NSW,125,Hume,1712,1,Yanderra,Yanderra Public School,29-31 Harley St,,,YANDERRA,NSW,2574.0,POINT (150.5709571 -34.3208873)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bac,NSW,125,Hume,2812,1,Yerrinbool,Yerrinbool Community Hall,45 Everest St,,,YERRINBOOL,NSW,2575.0,POINT (150.542 -34.3697)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2bab,NSW,126,Hunter,1345,1,Aberdare,Cessnock High School,49F Aberdare Rd,,,CESSNOCK,NSW,2325.0,POINT (151.369 -32.8421)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2baa,NSW,126,Hunter,323,1,Arcadia Vale,Arcadia Vale Public School,31 Glade St,,,ARCADIA VALE,NSW,2283.0,POINT (151.58 -33.0608)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba9,NSW,126,Hunter,324,1,Argenton,Argenton Community Hall,7 Elizabeth St,,,ARGENTON,NSW,2284.0,POINT (151.63139 -32.93571)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba8,NSW,126,Hunter,326,1,Barnsley,Barnsley Public School,6 Cliffbrook St,,,BARNSLEY,NSW,2301.0,POINT (151.594 -32.9324)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba7,NSW,126,Hunter,1351,1,Bellbird,Bellbird Public School,13 Doyle St,,,BELLBIRD,NSW,2325.0,POINT (151.316 -32.8598)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba6,NSW,126,Hunter,373,1,Biraban,Biraban Public School,Beckley St,,,TORONTO,NSW,2283.0,POINT (151.575 -33.0081)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba5,NSW,126,Hunter,327,1,Blackalls,Blackalls Park Public School,43 Charles St,,,BLACKALLS PARK,NSW,2283.0,POINT (151.5784335 -32.9987842)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba4,NSW,126,Hunter,65401,5,BLV Hunter PPVC,BLV Hunter,13 Mitchell Drive,,,EAST MAITLAND,NSW,2323.0,POINT (151.5888004 -32.7622276)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba3,NSW,126,Hunter,579,1,Bonnells Bay,Bonnells Bay Public School,Morisset Park Rd,,,BONNELLS BAY,NSW,2264.0,POINT (151.516 -33.1136)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba2,NSW,126,Hunter,331,1,Booragul,Booragul Public School,1 Aspinall St,,,BOORAGUL,NSW,2284.0,POINT (151.6110609 -32.9736935)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba1,NSW,126,Hunter,1354,1,Branxton,Branxton Community Hall,35 Bowen St,,,BRANXTON,NSW,2335.0,POINT (151.3500059 -32.6571892)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ba0,NSW,126,Hunter,1356,1,Broke,Broke Public School,18-26 Cochrane St,,,BROKE,NSW,2330.0,POINT (151.104 -32.7451)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b9f,NSW,126,Hunter,38331,1,Cameron Park,Cameron Park Community Centre,107 Northlakes Dr,,,CAMERON PARK,NSW,2285.0,POINT (151.61079 -32.909808)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b9e,NSW,126,Hunter,1358,1,Cessnock East,Cessnock East Public School,347 Old Maitland Rd,,,CESSNOCK,NSW,2325.0,POINT (151.37 -32.8282)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b9d,NSW,126,Hunter,33974,5,Cessnock HUNTER PPVC,2/201 Vincent St,,,,CESSNOCK,NSW,2325.0,POINT (151.3624266 -32.8345098)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b9c,NSW,126,Hunter,1360,1,Cessnock North,North Cessnock Community Hall,78 Church St,,,CESSNOCK,NSW,2325.0,POINT (151.353 -32.8234)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b9b,NSW,126,Hunter,1362,1,Cessnock West,Cessnock West Public School,Wollombi Rd & Campbell St,,,CESSNOCK,NSW,2325.0,POINT (151.345 -32.8387)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b9a,NSW,126,Hunter,339,1,Coal Point,Coal Point Public School,166 Coal Point Rd,,,COAL POINT,NSW,2283.0,POINT (151.61 -33.0416)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b99,NSW,126,Hunter,340,1,Cooranbong,Cooranbong Public School,3 Government Rd,,,COORANBONG,NSW,2265.0,POINT (151.4411654 -33.0789224)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b98,NSW,126,Hunter,33899,5,Cooranbong PPVC,Cooranbong Community Services Hall,614 Freemans Dr,,,COORANBONG,NSW,2265.0,POINT (151.4576268 -33.0745424)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b97,NSW,126,Hunter,1363,1,Denman,Denman Anglican Parish Hall,50 Palace St,,,DENMAN,NSW,2328.0,POINT (150.687912 -32.39193)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b96,NSW,126,Hunter,30117,5,Divisional Office (PREPOLL),Divisional Office,13 Mitchell Drive,,,EAST MAITLAND,NSW,2323.0,POINT (151.59067 -32.760858)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b95,NSW,126,Hunter,341,1,Dora Creek,Dora Creek Hall,2 Doree Pl,,,DORA CREEK,NSW,2264.0,POINT (151.5020451 -33.0845438)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b94,NSW,126,Hunter,80964,5,East Maitland HUNTER PPVC,East Maitland Church of Christ,Cnr Garnett Rd & Mitchell Dr,,,EAST MAITLAND,NSW,2323.0,POINT (151.5916085 -32.7602658)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b93,NSW,126,Hunter,342,1,Edgeworth,Edgeworth Public School,85 Minmi Rd,,,EDGEWORTH,NSW,2285.0,POINT (151.6219819 -32.9219431)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b92,NSW,126,Hunter,351,1,Edgeworth Heights,Edgeworth Heights Public School,3 Ridley St,,,EDGEWORTH,NSW,2285.0,POINT (151.6102123 -32.9253653)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b91,NSW,126,Hunter,83657,5,Edgeworth HUNTER PPVC,1A Renfrew Cres,,,,EDGEWORTH,NSW,2285.0,POINT (151.6194185 -32.9229466)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b90,NSW,126,Hunter,1369,1,Elderslie,Elderslie Community Hall,758 Elderslie Rd,,,ELDERSLIE,NSW,2335.0,POINT (151.3370991 -32.6015211)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b8f,NSW,126,Hunter,80923,1,Elermore Vale (Hunter),Elermore Vale Public School,Jubilee Rd,,,ELERMORE VALE,NSW,2287.0,POINT (151.666 -32.9149)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b8e,NSW,126,Hunter,1370,1,Ellalong,Ellalong Public School,Helena St,,,ELLALONG,NSW,2325.0,POINT (151.31 -32.9144)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b8d,NSW,126,Hunter,346,1,Fassifern,Fassifern Public School,9 Miller Rd,,,FASSIFERN,NSW,2283.0,POINT (151.5832629 -32.9832256)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b8c,NSW,126,Hunter,347,1,Fennell Bay,Fennell Bay Public School,Bay Rd,,,FENNELL BAY,NSW,2283.0,POINT (151.602 -32.9923)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b8b,NSW,126,Hunter,350,1,Glendale,Glendale East Public School,8 Margot Ave,,,GLENDALE,NSW,2285.0,POINT (151.6539173 -32.9272507)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b8a,NSW,126,Hunter,33177,1,Glendon,Glendon School of Arts,897 Glendon Lane,,,GLENDON,NSW,2330.0,POINT (151.272018 -32.5894902)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b89,NSW,126,Hunter,1375,1,Greta,Greta Arts & Sports Community Hall,1 Water St,,,GRETA,NSW,2334.0,POINT (151.39 -32.677)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b88,NSW,126,Hunter,1377,1,Jerrys Plains,Jerrys Plains School of Arts,Wambo St,,,JERRYS PLAINS,NSW,2330.0,POINT (150.9101213 -32.4981093)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b87,NSW,126,Hunter,1379,1,Kearsley,Kearsley Public School,130 Caledonia St,,,KEARSLEY,NSW,2325.0,POINT (151.396 -32.8569)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b86,NSW,126,Hunter,354,1,Kilaben Bay,Kilaben Bay Community Hall,132a Kilaben Rd,,,KILABEN BAY,NSW,2283.0,POINT (151.5939034 -33.0256148)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b85,NSW,126,Hunter,1380,1,Kitchener,Kitchener Public School,38 Richmond St,,,KITCHENER,NSW,2325.0,POINT (151.369 -32.8769)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b84,NSW,126,Hunter,1384,1,Lower Belford,Kirkton Public School,797 Standen Dr,,,LOWER BELFORD,NSW,2335.0,POINT (151.2909865 -32.6102066)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b83,NSW,126,Hunter,1395,1,Milbrodale,Milbrodale Public School,2615 Putty Rd,,,MILBRODALE,NSW,2330.0,POINT (151.0053742 -32.6966266)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b82,NSW,126,Hunter,1397,1,Millfield,Millfield Public School,105 Wollombi Rd,,,MILLFIELD,NSW,2325.0,POINT (151.248 -32.8894)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b81,NSW,126,Hunter,362,1,Morisset,Morisset Public School,6 Terrigal St,,,MORISSET,NSW,2264.0,POINT (151.489 -33.1029)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b80,NSW,126,Hunter,609,1,Morisset Peninsula,South Lake Macquarie Amateur Sailing Club,1A Sunshine Pde,,,SUNSHINE,NSW,2264.0,POINT (151.5644421 -33.1116124)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b7f,NSW,126,Hunter,363,1,Mulbring,Mulbring Public School,22 Water St,,,MULBRING,NSW,2323.0,POINT (151.4807743 -32.9014072)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b7e,NSW,126,Hunter,1131,1,Muswellbrook,PCYC Muswellbrook,cnr Carl St & Market St,,,MUSWELLBROOK,NSW,2333.0,POINT (150.8926 -32.2667)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b7d,NSW,126,Hunter,1132,1,Muswellbrook East,Muswellbrook Indoor Sports Centre,Rutherford Rd,,,MUSWELLBROOK,NSW,2333.0,POINT (150.896 -32.2818)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b7c,NSW,126,Hunter,33977,5,Muswellbrook HUNTER PPVC,3/77-85 Bridge St,,,,MUSWELLBROOK,NSW,2333.0,POINT (150.9049638 -32.2848467)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b7b,NSW,126,Hunter,1410,1,North Rothbury,North Rothbury Bush Fire Brigade Station,5 Rothbury St,,,NORTH ROTHBURY,NSW,2335.0,POINT (151.349 -32.6797)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b7a,NSW,126,Hunter,1402,1,Nulkaba,Nulkaba Public School,5 O'Connors Rd,,,NULKABA,NSW,2325.0,POINT (151.348 -32.8106)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b79,NSW,126,Hunter,1405,1,Pokolbin,Pokolbin Bush Fire Brigade Station,126 McDonalds Rd,,,POKOLBIN,NSW,2320.0,POINT (151.284 -32.7944)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b78,NSW,126,Hunter,365,1,Rathmines,Rathmines Public School,Secret Corner Rd,,,RATHMINES,NSW,2283.0,POINT (151.589691 -33.0432866)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b77,NSW,126,Hunter,83693,5,Rutherford HUNTER PPVC,Shop 9 The Mall,,,,RUTHERFORD,NSW,2320.0,POINT (150.8882 -32.26423)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b76,NSW,126,Hunter,1415,1,Sandy Hollow,Sandy Hollow Public School,1581 Golden Hwy,,,SANDY HOLLOW,NSW,2333.0,POINT (150.566 -32.3339)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b75,NSW,126,Hunter,1417,1,Singleton,Singleton Public School,8 Hunter St,,,SINGLETON,NSW,2330.0,POINT (151.1709577 -32.5632987)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b74,NSW,126,Hunter,1418,1,Singleton Heights,Singleton Heights Public School,1-13 Dorsman Dr,,,SINGLETON HEIGHTS,NSW,2330.0,POINT (151.1633134 -32.5488028)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b73,NSW,126,Hunter,33975,5,Singleton PPVC,Units 2 and 3,77 John Street,,,SINGLETON,NSW,2330.0,POINT (151.1659459 -32.5668354)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b72,NSW,126,Hunter,1421,1,Singleton South,Singleton High School,75-81 York St,,,SINGLETON,NSW,2330.0,POINT (151.177 -32.5684)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b6f,NSW,126,Hunter,14096,1,Sydney (Hunter),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b6e,NSW,126,Hunter,370,1,Teralba,Teralba Public School,57 York St,,,TERALBA,NSW,2284.0,POINT (151.606 -32.9627)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b6c,NSW,126,Hunter,372,1,Toronto,Toronto Public School,31 Renwick St,,,TORONTO,NSW,2283.0,POINT (151.5950805 -33.0085866)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b6b,NSW,126,Hunter,33900,5,Toronto PPVC,3/7 Pemell St,,,,TORONTO,NSW,2283.0,POINT (151.582583 -33.016194)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b6a,NSW,126,Hunter,375,1,Wangi Wangi,Wangi Wangi Public School,37 Dobell Dr,,,WANGI WANGI,NSW,2267.0,POINT (151.583 -33.0724)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b69,NSW,126,Hunter,379,1,West Wallsend,West Wallsend High School,2 Appletree Rd,,,WEST WALLSEND,NSW,2286.0,POINT (151.5822231 -32.9112051)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b68,NSW,126,Hunter,1429,1,Wollombi,Wollombi Public School,2851 Wollombi Rd,,,WOLLOMBI,NSW,2325.0,POINT (151.146 -32.9386)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b67,NSW,126,Hunter,31717,1,Woodrising,Woodrising Neighbourhood Centre,80 Hayden Brook Rd,,,WOODRISING,NSW,2284.0,POINT (151.606809 -32.981997)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b66,NSW,126,Hunter,623,1,Wyee,Wyee Public School,115 Wyee Rd,,,WYEE,NSW,2259.0,POINT (151.482904 -33.1757963)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b65,NSW,126,Hunter,31719,1,Wyee Point,Jasmine Lakeside Village,71 Ruttleys Rd,,,WYEE,NSW,2259.0,POINT (151.523603 -33.1510018)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b64,NSW,127,Kingsford Smith,1434,1,Banksmeadow,Banksmeadow Public School,cnr Wiggins St & Trevalyn St,,,BANKSMEADOW,NSW,2019.0,POINT (151.206 -33.9537)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b63,NSW,127,Kingsford Smith,65469,5,BLV Kingsford Smith PPVC,BLV Kingsford Smith,Level 13,59 Goulburn St,,HAYMARKET,NSW,2000.0,POINT (151.2064057 -33.8781171)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b62,NSW,127,Kingsford Smith,1436,1,Botany,Botany Public School,1076 Botany Rd,,,BOTANY,NSW,2019.0,POINT (151.195 -33.9422)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b61,NSW,127,Kingsford Smith,1437,1,Botany East,Pagewood Public School,60 Page St,,,BOTANY,NSW,2019.0,POINT (151.214 -33.942)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b60,NSW,127,Kingsford Smith,83744,1,Botany South,St Bernard's Primary School,Ramsgate St,,,BOTANY,NSW,2019.0,POINT (151.2005268 -33.9455761)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b5f,NSW,127,Kingsford Smith,1438,1,Bunnerong,St Agnes' School,511 Bunnerong Rd,,,MATRAVILLE,NSW,2036.0,POINT (151.232 -33.9584)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2b5e,NSW,127,Kingsford Smith,83741,1,Bunnerong South,Matraville Baptist Church,1 Australia Ave,,,MATRAVILLE,NSW,2036.0,POINT (151.2310632 -33.962802)
