sa2_code,sa2_name,area_m2,total_cars
302021028,Chermside,3.3873,7020.0
302021029,Chermside West,3.4032,4712.0
302021030,Geebung,4.0441,3626.0
302021031,Kedron - Gordon Park,5.22,11905.0
302021032,Stafford,3.4381,5049.0
302021033,Stafford Heights,2.9088,5275.0
302021034,Wavell Heights,3.5792,9701.0
302031035,Boondall,10.7506,7719.0
302031036,Brisbane Airport,45.3241,3338.0
302031037,Eagle Farm - Pinkenba,7.2339,30870.0
302031038,Northgate - Virginia,6.1268,8757.0
302031039,Nudgee - Banyo,13.9237,14890.0
302031040,Nundah,3.6726,12186.0
302041041,Bracken Ridge,8.1103,12755.0
302041042,Brighton (Qld),6.4901,7135.0
302041043,Deagon,2.8177,2757.0
302041044,Sandgate - Shorncliffe,4.3474,5094.0
302041045,Taigum - Fitzgibbon,6.2813,8791.0
302041046,Zillmere,3.7003,7538.0
303011047,Camp Hill,4.5806,8316.0
303011048,Cannon Hill,3.9524,5380.0
303011049,Carina,4.3823,8227.0
303011050,Carina Heights,3.3991,4857.0
303011051,Carindale,10.1962,11702.0
303021052,Annerley,2.8756,7469.0
303021053,Coorparoo,5.3318,12752.0
303021054,Fairfield - Dutton Park,2.079,3631.0
303021055,Greenslopes,2.9543,7158.0
303021056,Holland Park,3.2615,5825.0
303021057,Holland Park West,2.566,4430.0
303021058,Woolloongabba,2.4051,5184.0
303021059,Yeronga,6.0917,7413.0
303031060,Eight Mile Plains,7.6828,15429.0
303031061,Macgregor (Qld),2.6853,4093.0
303031062,Mansfield (Qld),5.3088,6629.0
303031063,Mount Gravatt,7.3647,11357.0
303031064,Rochedale - Burbank,47.3459,5632.0
303031065,Upper Mount Gravatt,4.2122,7126.0
303031066,Wishart,4.787,8234.0
303041067,Coopers Plains,4.3818,7334.0
303041068,Moorooka,4.0941,9589.0
303041069,Robertson,1.9048,3715.0
303041070,Salisbury - Nathan,9.5473,7229.0
303041071,Tarragindi,4.5496,7477.0
303051072,Algester,3.6903,6278.0
303051073,Calamvale - Stretton,19.7359,15007.0
303051074,Pallara - Willawong,26.6981,5570.0
303051075,Parkinson - Drewvale,12.6742,11420.0
303051076,Rocklea - Acacia Ridge,22.4461,16093.0
303061077,Kuraby,4.6423,6210.0
303061078,Runcorn,6.6898,14612.0
303061079,Sunnybank,4.387,6261.0
303061080,Sunnybank Hills,6.4409,12632.0
304011081,Jindalee - Mount Ommaney,4.8007,6062.0
304011082,Middle Park - Jamboree Heights,2.6736,5696.0
304011083,Riverhills,2.1789,3254.0
304011084,Seventeen Mile Rocks - Sinnamon Park,5.4184,7585.0
304011085,Westlake,1.9039,3523.0
304021086,Bellbowrie - Moggill,17.4209,7726.0
304021087,Brookfield - Kenmore Hills,58.0413,5436.0
304021088,Chapel Hill,5.3985,8264.0
304021089,Fig Tree Pocket,4.2808,3258.0
304021090,Kenmore,5.2795,7043.0
304021091,Pinjarra Hills - Pullenvale,44.1902,4285.0
304031092,Chelmer - Graceville,3.2389,5306.0
304031093,Corinda,2.884,3514.0
304031094,Indooroopilly,7.3542,8452.0
304031095,Sherwood,2.2804,4093.0
304031096,St Lucia,3.4245,5265.0
304031097,Taringa,2.1143,5890.0
304041098,Enoggera,9.6008,6169.0
304041099,Enoggera Reservoir,37.694,25.0
304041100,Keperra,5.1925,5257.0
304041101,Mitchelton,4.2224,6447.0
304041103,The Gap,12.2584,12263.0
304041104,Upper Kedron - Ferny Grove,13.2022,7818.0
305011105,Brisbane City,2.366,21169.0
305011106,Fortitude Valley,1.2745,10140.0
305011107,Highgate Hill,1.21,5451.0
305011108,Kangaroo Point,1.3389,6495.0
305011109,New Farm,2.1438,8133.0
305011110,South Brisbane,2.0166,6176.0
305011111,Spring Hill,1.2432,12579.0
305011112,West End,1.9654,8210.0
305021113,Balmoral,1.3831,3266.0
305021114,Bulimba,2.0607,5145.0
305021115,East Brisbane,1.871,4570.0
305021116,Hawthorne,1.3864,3840.0
305021117,Morningside - Seven Hills,6.6453,10910.0
305021118,Norman Park,2.2523,5463.0
305031119,Albion,1.5055,4075.0
305031120,Alderley,2.4567,4523.0
305031121,Ascot,2.4681,4839.0
305031122,Clayfield,2.9262,9460.0
305031123,Grange,1.7881,3202.0
305031124,Hamilton (Qld),1.6387,5916.0
305031125,Hendra,2.6919,4206.0
305031126,Kelvin Grove - Herston,3.3694,7815.0
305031127,Newmarket,1.6584,3743.0
305031128,Newstead - Bowen Hills,3.0558,10706.0
305031129,Wilston,1.3878,2969.0
305031130,Windsor,2.9152,5435.0
305031131,Wooloowin - Lutwyche,3.0848,7367.0
305041132,Ashgrove,6.5216,9196.0
305041133,Auchenflower,1.2722,3955.0
305041134,Bardon,4.6852,7036.0
305041135,Paddington - Milton,3.5836,17341.0
305041136,Red Hill (Qld),1.69,3849.0
305041137,Toowong,3.8829,7777.0
306011138,Brinsmead,5.1185,4416.0
306011139,Clifton Beach - Kewarra Beach,37.6377,9292.0
306011140,Freshwater - Stratford,15.1181,2930.0
306011141,Redlynch,59.3881,10664.0
306011142,Trinity Beach - Smithfield,22.0477,11943.0
306011143,Yorkeys Knob - Machans Beach,21.0049,5333.0
306021144,Bentley Park,6.8595,6063.0
306021145,Cairns City,6.2093,9385.0
306021146,Earlville - Bayview Heights,7.8621,6539.0
306021147,Edmonton,19.9982,8147.0
306021148,Gordonvale - Trinity,327.0868,7468.0
306021149,Kanimbla - Mooroobool,7.6847,8111.0
306021151,Manoora,2.2314,4947.0
306021152,Manunda,4.2458,4435.0
306021153,Mount Sheridan,6.7389,6250.0
306021154,Westcourt - Bungalow,9.7287,5195.0
306021155,White Rock,9.5277,3588.0
306021156,Whitfield - Edge Hill,6.9259,6729.0
306021157,Woree,5.7346,3666.0
306031158,Babinda,669.1832,3772.0
306031159,Innisfail,53.0453,7681.0
306031160,Johnstone,1294.6919,7109.0
306031161,Tully,3065.1355,10085.0
306031163,Yarrabah,158.8381,2276.0
306041164,Daintree,2231.2024,6234.0
306041165,Port Douglas,189.8889,4398.0
306051166,Atherton,235.1883,10146.0
306051167,Herberton,9566.224,5504.0
306051168,Kuranda,591.3182,4292.0
306051169,Malanda - Yungaburra,1254.9789,8911.0
306051170,Mareeba,480.2032,9720.0
307011171,Balonne,31104.0851,4818.0
307011172,Chinchilla,8048.7229,7392.0
307011173,Goondiwindi,830.4585,7093.0
307011174,Inglewood - Waggamba,17523.0601,4669.0
307011175,Miles - Wandoan,11841.615,4360.0
307011176,Roma,78.0284,6866.0
307011177,Roma Surrounds,58626.3627,6151.0
307011178,Tara,13208.4392,4209.0
307021179,Crows Nest - Rosalie,3250.6881,8402.0
307021180,Jondaryan,2130.3447,6929.0
307021181,Millmerran,4517.0062,3611.0
307021182,Pittsworth,1054.9292,5965.0
307021183,Wambo,5700.3324,16262.0
307031184,Clifton - Greenmount,1263.947,5322.0
307031185,Southern Downs - East,1634.5787,4369.0
307031186,Southern Downs - West,2684.545,4879.0
307031187,Stanthorpe,33.6495,5072.0
307031188,Stanthorpe Surrounds,2657.148,5759.0
307031189,Warwick,158.7231,14243.0
308011190,Central Highlands - East,18635.1607,5965.0
308011191,Central Highlands - West,41551.251,7843.0
308011192,Emerald,38.982,12813.0
308031205,Berserker,10.0234,5358.0
308031206,Bouldercombe,1348.7805,1815.0
308031207,Emu Park,40.8378,4656.0
308031208,Frenchville - Mount Archer,30.2572,7070.0
308031209,Glenlee - Rockyview,208.0475,4479.0
308031210,Gracemere,153.886,10909.0
308031211,Lakes Creek,16.8069,3788.0
308031212,Mount Morgan,490.6655,2407.0
308031213,Norman Gardens,36.0392,7909.0
308031214,Park Avenue,4.9631,3989.0
308031215,Parkhurst - Kawana,28.4079,5748.0
308031216,Rockhampton - West,34.549,4998.0
308031217,Rockhampton City,51.1683,2761.0
308031218,Rockhampton Surrounds - East,680.8739,3119.0
308031219,Rockhampton Surrounds - North,7572.5912,4087.0
308031220,Rockhampton Surrounds - West,4359.2243,2726.0
308031221,Shoalwater Bay,3176.9624,15.0
308031222,The Range - Allenstown,5.4954,6889.0
308031223,Yeppoon,78.5558,16816.0
308041528,Banana,28531.2933,8794.0
308041529,Biloela,18.8932,5452.0
308051530,Agnes Water - Miriam Vale,3772.801,6491.0
308051531,Boyne Island - Tannum Sands,122.9585,8517.0
308051532,Callemondah,32.726,22.0
308051533,Clinton - New Auckland,22.7815,11566.0
308051534,Gladstone,10.2312,5186.0
308051535,Gladstone Hinterland,6465.4026,10366.0
308051536,Kin Kora - Sun Valley,2.6877,3113.0
308051538,Telina - Toolooa,23.5131,5305.0
308051539,West Gladstone,7.0739,4045.0
309011224,Broadbeach Waters,5.3144,6847.0
309011225,Burleigh Heads,8.5594,8498.0
309011226,Burleigh Waters,6.7193,13719.0
309011227,Mermaid Beach - Broadbeach,2.9987,10476.0
309011228,Mermaid Waters,7.0845,10753.0
309011229,Miami,2.9963,6601.0
309021230,Coolangatta,1.9016,6798.0
309021231,Currumbin - Tugun,7.9354,11176.0
309021232,Currumbin Waters,9.8705,9442.0
309021233,Elanora,8.8935,10618.0
309021234,Palm Beach,6.3316,12806.0
309031235,Arundel,9.7384,9880.0
309031236,Biggera Waters,3.1748,7391.0
309031237,Coombabah,11.6056,8975.0
309031238,Labrador,4.9957,15975.0
309031239,Paradise Point - Hollywell,5.6629,8124.0
309031240,Runaway Bay,5.4921,7879.0
309041241,Guanaba - Springbrook,303.6558,3843.0
309041242,Tamborine - Canungra,524.3914,13653.0
309051243,Currumbin Valley - Tallebudgera,114.3088,7335.0
309051244,Mudgeeraba - Bonogin,66.6425,16718.0
309051245,Reedy Creek - Andrews,8.0893,6784.0
309061246,Carrara,14.5909,10805.0
309061247,Highland Park,4.6312,7471.0
309061248,Nerang - Mount Nathan,61.4985,18215.0
309061249,Pacific Pines - Gaven,16.4182,16288.0
309061250,Worongary - Tallai,26.0147,7200.0
309071251,Coomera,24.6574,12501.0
309071252,Helensvale,20.1329,16086.0
309071253,Hope Island,55.7795,10710.0
309071254,Jacobs Well - Alberton,153.7124,3620.0
309071256,Oxenford - Maudsland,26.857,14948.0
309071552,Ormeau (East) - Stapylton,25.6024,9150.0
309071553,Ormeau (West) - Yatala,46.5482,10196.0
309071554,Pimpama - North,31.8631,3320.0
309071555,Pimpama - South,4.3806,3303.0
309071556,Upper Coomera (South) - Wongawallan,68.8494,9025.0
309071557,Upper Coomera - North,15.6015,18109.0
309071558,Willow Vale - Pimpama (West),45.8761,4216.0
309081259,Clear Island Waters,4.4005,3401.0
309081260,Merrimac,8.322,5853.0
309081262,Varsity Lakes,5.9507,12599.0
309081559,Robina - East,8.3268,12995.0
309081560,Robina - West,6.6326,5757.0
309091263,Ashmore,6.8308,11435.0
309091264,Molendinar,7.6539,6122.0
309091265,Parkwood,6.2058,8389.0
309091540,Southport - North,7.7133,12898.0
309091541,Southport - South,6.6527,15033.0
309101267,Benowa,6.5536,7593.0
309101268,Bundall,3.902,3929.0
309101269,Main Beach,3.4601,3280.0
309101561,Surfers Paradise - North,2.4569,9557.0
309101562,Surfers Paradise - South,3.3392,10983.0
310011271,Darra - Sumner,7.464,5578.0
310011272,Durack,4.3652,5502.0
310011274,Inala - Richlands,10.8743,12455.0
310011275,Oxley (Qld),6.9162,5684.0
310011276,Wacol,19.0567,5836.0
310011563,Doolandella,4.0295,4341.0
310011564,Forest Lake - Ellen Grove,11.0079,14765.0
310021277,Boonah,2099.4596,12259.0
310021278,Esk,1889.6919,5210.0
310021280,Lockyer Valley - East,741.5888,18957.0
310021281,Lowood,617.6973,13495.0
310021282,Rosewood,674.5529,12086.0
310031283,Brassall,8.2062,8413.0
310031284,Bundamba,17.2485,6957.0
310031285,Churchill - Yamanto,9.3656,5215.0
310031286,Ipswich - Central,7.8712,5040.0
310031287,Ipswich - East,11.4813,14005.0
310031288,Ipswich - North,65.1896,4928.0
310031289,Karalee - Barellan Point,19.2137,6021.0
310031290,Karana Downs,62.1929,6645.0
310031291,Leichhardt - One Mile,20.2237,6025.0
310031292,North Ipswich - Tivoli,9.564,4932.0
310031293,Raceview,9.1487,11738.0
310031294,Ripley,130.5657,4945.0
310031295,Riverview,7.7848,2129.0
310041297,Camira - Gailes,9.396,8907.0
310041299,Collingwood Park - Redbank,15.7435,7121.0
310041300,Goodna,7.8594,10475.0
310041302,Redbank Plains,19.3744,16234.0
310041303,Springfield,6.6757,6540.0
310041304,Springfield Lakes,18.4136,14903.0
310041565,Augustine Heights - Brookwater,9.5941,6729.0
310041566,Bellbird Park,6.5085,6550.0
311011305,Beaudesert,1628.0297,13385.0
311021306,Beenleigh,7.6722,8263.0
311021307,Eagleby,13.816,13341.0
311021308,Edens Landing - Holmview,6.6119,7466.0
311021309,Mount Warren Park,4.2169,5795.0
311021310,Wolffdene - Bahrs Scrub,27.8339,6086.0
311031311,Boronia Heights - Park Ridge,31.9518,12139.0
311031312,Browns Plains,7.329,6492.0
311031313,Chambers Flat - Logan Reserve,36.3075,4232.0
311031314,Crestmead,6.9677,8152.0
311031316,Hillcrest,9.3798,6478.0
311031317,Marsden,6.9167,10532.0
311031318,Munruben - Park Ridge South,20.7728,5728.0
311031319,Regents Park - Heritage Park,9.385,12643.0
311041322,Logan Village,74.3214,7061.0
311041567,Flagstone (East) - Riverbend,28.9185,6209.0
311041568,Flagstone (West) - New Beith,185.7543,6260.0
311041569,Greenbank - North Maclean,72.6981,5984.0
311041570,Jimboomba - Glenlogan,181.6681,15923.0
311041571,Yarrabilba,39.0729,4011.0
311051323,Bethania - Waterford,12.6296,8787.0
311051324,Cornubia - Carbrook,37.5373,8099.0
311051325,Loganholme - Tanah Merah,13.2828,11672.0
311051326,Loganlea,11.3071,8619.0
311051327,Shailer Park,8.0261,9816.0
311051328,Waterford West,5.9446,6041.0
311061329,Daisy Hill,8.9794,6659.0
311061330,Kingston (Qld),6.8058,6760.0
311061331,Logan Central,5.1335,4029.0
311061332,Rochedale South - Priestdale,13.0112,13373.0
311061333,Slacks Creek,8.3056,10465.0
311061334,Springwood,6.1501,9292.0
311061335,Underwood,4.1871,7661.0
311061336,Woodridge,4.6699,8176.0
312011337,Bowen,52.6281,8050.0
312011338,Broadsound - Nebo,27991.3922,7410.0
312011339,Clermont,27669.8883,4104.0
312011340,Collinsville,21092.2365,3389.0
312011341,Moranbah,3046.6387,7615.0
312021342,Andergrove - Beaconsfield,17.556,13893.0
312021343,East Mackay,4.6173,3342.0
312021344,Eimeo - Rural View,22.0329,11483.0
312021345,Eungella Hinterland,2048.7748,16.0
312021346,Mackay,3.973,3381.0
312021347,Mackay Harbour,10.1718,483.0
312021348,Mount Pleasant - Glenella,56.2685,9977.0
312021349,North Mackay,9.6827,5589.0
312021350,Ooralea - Bakers Creek,48.6972,4682.0
312021351,Pioneer Valley,1184.1721,7720.0
312021352,Sarina,1439.6459,11005.0
312021353,Seaforth - Calen,2104.086,7974.0
312021354,Shoal Point - Bucasia,17.8539,4618.0
312021355,Slade Point,8.893,3121.0
312021356,South Mackay,6.8909,6243.0
312021357,Walkerston - Eton,624.1894,7932.0
312021358,West Mackay,5.7909,5774.0
312031359,Airlie - Whitsundays,304.0917,10408.0
312031361,Proserpine,2074.6507,8501.0
313011362,Beachmere - Sandstone Point,110.0959,13233.0
313011363,Bribie Island,145.3506,16151.0
313021364,Burpengary - East,27.2032,3967.0
313021366,Caboolture - South,13.9766,17633.0
313021367,Elimbah,101.1794,4253.0
313021368,Morayfield - East,8.523,7341.0
313021369,Wamuran,89.386,4196.0
313021572,Caboolture - East,49.8626,13780.0
313021573,Caboolture - West,24.5906,9490.0
313031370,Kilcoy,2863.2647,5187.0
313031371,Woodford - D'Aguilar,525.0206,7154.0
313041372,Burpengary,22.3339,14170.0
313041373,Deception Bay,31.878,17183.0
313041374,Morayfield,24.931,4210.0
313041375,Narangba,37.7086,16258.0
313041376,Upper Caboolture,55.5614,2622.0
313051377,Clontarf,6.3079,6872.0
313051378,Margate - Woody Point,4.2806,9754.0
313051379,Redcliffe,4.1828,8792.0
313051380,Rothwell - Kippa-Ring,15.3908,12786.0
313051574,Moreton Island,175.3154,326.0
313051575,Scarborough - Newport,8.1121,10167.0
314011382,Albany Creek,9.7818,13311.0
314011383,Cashmere,45.2329,16648.0
314011384,Dayboro,406.8379,8204.0
314011385,Eatons Hill,9.1057,6281.0
314011386,The Hills District,31.6238,18027.0
314011387,Samford Valley,166.0989,11729.0
314021389,Murrumba Downs - Griffin,22.5192,14263.0
314021576,Dakabin,5.5668,2909.0
314021577,Kallangur,11.0701,16581.0
314021578,Mango Hill,15.357,6933.0
314021579,North Lakes,11.8041,17843.0
314031391,Bray Park,4.4865,9107.0
314031392,Lawnton,9.2992,5006.0
314031393,Petrie,6.7374,6625.0
314031394,Strathpine - Brendale,17.8734,10872.0
315011395,Aurukun,7423.9891,273.0
315011396,Cape York,112961.0033,5160.0
315011397,Croydon - Etheridge,68697.1981,953.0
315011398,Kowanyama - Pormpuraaw,6950.6979,364.0
315011399,Northern Peninsula,1052.0676,1012.0
315011400,Tablelands,52403.018,5804.0
315011401,Torres,883.7402,921.0
315011402,Torres Strait Islands,490.0453,1144.0
315011403,Weipa,15.8036,3408.0
315021404,Carpentaria,114443.5786,2603.0
315021405,Mount Isa,68.6964,14697.0
315021406,Mount Isa Surrounds,84051.7627,3242.0
315021407,Northern Highlands,108517.4844,3558.0
315031408,Barcaldine - Blackall,83919.902,5370.0
315031409,Charleville,40699.7586,3938.0
315031410,Far Central West,271272.549,2527.0
315031411,Far South West,188751.5889,3087.0
315031412,Longreach,40572.2442,3536.0
316011413,Buderim - North,24.1124,14609.0
316011414,Buderim - South,30.1384,14356.0
316011415,Mountain Creek,7.368,9366.0
316011416,Sippy Downs,14.511,9075.0
316021417,Aroona - Currimundi,5.5136,9069.0
316021418,Buddina - Minyama,4.0969,6035.0
316021419,Caloundra - Kings Beach,3.9911,6039.0
316021421,Golden Beach - Pelican Waters,10.453,10678.0
316021422,Moffat Beach - Battery Hill,3.8929,7052.0
316021423,Parrearra - Warana,6.8867,8980.0
316021424,Wurtulla - Birtinya,6.8437,7385.0
316021580,Caloundra West - Baringa,47.3917,6706.0
316021581,Meridan Plains - Little Mountain (North),24.0367,11554.0
316031425,Coolum Beach,18.1108,13503.0
316031426,Marcoola - Mudjimba,32.8881,10207.0
316031427,Maroochydore - Kuluin,13.8495,19874.0
316031428,Mooloolaba - Alexandra Headland,5.5009,9890.0
316051434,Noosa Heads,13.0071,4429.0
316051435,Noosaville,26.4403,9461.0
316051437,Sunshine Beach,7.2839,6456.0
316051438,Tewantin,25.618,9500.0
316051543,Peregian Beach - Marcus Beach,13.6938,3468.0
316051544,Peregian Springs,6.0599,6795.0
316061439,Beerwah,148.6221,8329.0
316061440,Caloundra Hinterland,459.3262,8801.0
316061441,Glass House Mountains,184.2288,5939.0
316061442,Landsborough,134.5715,11834.0
316061443,Maroochy Hinterland,526.3125,6307.0
316061444,Palmwoods,115.2092,10581.0
316071545,Bli Bli,44.7696,8196.0
316071546,Diddillibah - Rosemount,31.3023,3703.0
316071547,Eumundi - Yandina,215.7895,12151.0
316071548,Nambour,54.0249,19223.0
316081549,Noosa Hinterland,820.066,22742.0
317011445,Cambooya - Wyreema,227.5385,6796.0
317011446,Darling Heights,12.536,11901.0
317011447,Drayton - Harristown,16.278,8829.0
317011448,Gatton,49.9778,6859.0
317011449,Gowrie (Qld),81.0101,6237.0
317011450,Highfields,149.2804,12588.0
317011451,Lockyer Valley - West,1480.2184,11319.0
317011452,Middle Ridge,8.6802,6168.0
317011453,Newtown (Qld),5.5435,8314.0
317011454,North Toowoomba - Harlaxton,10.3068,4966.0
317011455,Rangeville,8.2521,7247.0
317011456,Toowoomba - Central,9.5179,11570.0
317011457,Toowoomba - East,19.4162,8445.0
317011458,Toowoomba - West,161.2951,11246.0
317011459,Wilsonton,18.9443,11482.0
318011460,Ayr,69.8291,8315.0
318011461,Burdekin,4878.6303,7802.0
318011462,Charters Towers,41.8593,6811.0
318011463,Dalrymple,68340.3051,3144.0
318011464,Ingham,41.6192,4375.0
318011465,Ingham Surrounds,2765.5697,6332.0
318011466,Palm Island,71.9928,2050.0
318021467,Aitkenvale,3.3069,3822.0
318021468,Annandale (Qld),18.8364,8006.0
318021469,Belgian Gardens - Pallarenda,39.829,2878.0
318021470,Bohle Plains,100.0626,5694.0
318021471,Condon - Rasmussen,46.1617,7746.0
318021472,Cranbrook,3.3581,4703.0
318021474,Douglas,78.9574,6166.0
318021475,Garbutt - West End,17.0488,5528.0
318021476,Gulliver - Currajong - Vincent,4.9312,5987.0
318021477,Heatley,2.0316,3204.0
318021478,Hermit Park - Rosslea,3.8838,3914.0
318021479,Hyde Park - Pimlico,3.1985,3549.0
318021480,Kelso,170.3565,7842.0
318021481,Kirwan - East,3.5233,6070.0
318021482,Kirwan - West,9.3421,12067.0
318021483,Magnetic Island,51.1523,2982.0
318021484,Mount Louisa,31.602,7451.0
318021485,Mundingburra,2.6394,2749.0
318021486,Northern Beaches,1008.6848,5664.0
318021487,Oonoonba,8.6993,4816.0
318021488,South Townsville - Railway Estate,9.179,4550.0
318021489,Townsville - South,2073.1699,3552.0
318021490,Townsville City - North Ward,6.763,7909.0
318021491,Wulguru - Roseneath,63.5182,4483.0
318021582,Burdell - Mount Low,44.0387,15130.0
318021583,Deeragun - Jensen,22.0178,5201.0
319011492,Ashfield - Kepnock,8.0749,4571.0
319011493,Bargara - Burnett Heads,144.6156,14436.0
319011494,Branyan - Kensington,50.4255,4099.0
319011495,Bundaberg,6.1218,5326.0
319011496,Bundaberg East - Kalkie,13.7591,4745.0
319011497,Bundaberg North - Gooburrum,53.8539,6284.0
319011498,Bundaberg Surrounds - North,1273.6851,7822.0
319011499,Bundaberg Surrounds - South,2207.1816,9648.0
319011500,Millbank - Avoca,9.54,6453.0
319011501,Svensson Heights - Norville,6.399,4889.0
319011502,Walkervale - Avenell Heights,12.442,9306.0
319021503,Gayndah - Mundubbera,8513.3532,6632.0
319021504,Gin Gin,2355.4671,5144.0
319021505,Kingaroy,70.1948,9384.0
319021506,Kingaroy Surrounds - North,4332.3354,8063.0
319021507,Kingaroy Surrounds - South,2370.7257,3645.0
319021508,Monto - Eidsvold,11156.4957,3835.0
319021509,Nanango,1648.736,8911.0
319021510,North Burnett,289.5233,7.0
319031511,Cooloola,1141.6459,6118.0
319031512,Gympie - North,42.6857,14201.0
319031513,Gympie - South,26.7758,6758.0
319031514,Gympie Surrounds,2544.6626,18577.0
319031515,Kilkivan,3219.4645,3762.0
319041516,Booral - River Heads,158.341,4074.0
319041517,Craignish - Dundowran Beach,35.6108,4264.0
319041518,Pialba - Eli Waters,18.7195,12330.0
319041519,Point Vernon,4.8459,5050.0
319041520,Torquay - Scarness - Kawungan,10.9418,13326.0
319041521,Urangan - Wondunna,23.0976,11139.0
319051522,Burrum - Fraser,2759.1365,9151.0
319051523,Granville,49.0135,2816.0
319051524,Maryborough (Qld),84.2739,16028.0
319051525,Maryborough Surrounds - South,3823.1905,7808.0
319051526,Tinana,37.3373,4835.0
401011001,Adelaide,10.4824,28281.0
401011002,North Adelaide,5.0909,4620.0
401021003,Adelaide Hills,364.439,6982.0
401021004,Aldgate - Stirling,117.2141,16014.0
401021005,Hahndorf - Echunga,110.1516,4202.0
401021006,Lobethal - Woodside,202.4981,8748.0
401021007,Mount Barker,54.1038,16064.0
401021008,Mount Barker Surrounds,395.6659,6189.0
401021009,Nairne,24.8562,4253.0
401021010,Uraidla - Summertown,119.1882,5110.0
401031011,Burnside - Wattle Park,11.305,14913.0
401031012,Beaumont - Glen Osmond,9.5264,7579.0
401031013,Toorak Gardens,6.6869,12447.0
401041014,Athelstone,6.204,7554.0
401041015,Paradise - Newton,9.2256,14983.0
401041016,Rostrevor - Magill,9.9383,16275.0
401051017,Norwood (SA),3.8926,9430.0
401051018,Payneham - Felixstow,5.2284,9257.0
401051019,St Peters - Marden,5.9826,10182.0
401061020,Nailsworth - Broadview,2.3161,4872.0
401061021,Prospect,5.4754,10861.0
401061022,Walkerville,3.53,6055.0
401071023,Goodwood - Millswood,7.1977,15441.0
401071024,Unley - Parkside,7.0726,16480.0
402011025,Gawler - North,145.5294,8358.0
402011026,Gawler - South,76.7139,16461.0
402011027,Lewiston - Two Wells,84.6217,6320.0
402021028,Craigmore - Blakeview,11.8809,13177.0
402021029,Davoren Park,9.4649,12012.0
402021030,Elizabeth,9.2607,6647.0
402021031,Elizabeth East,8.1823,8144.0
402021032,Munno Para West - Angle Vale,44.3107,10256.0
402021033,One Tree Hill,130.1511,1884.0
402021034,Smithfield - Elizabeth North,7.987,7888.0
402021035,Virginia - Waterloo Corner,135.5661,4743.0
402031036,Enfield - Blair Athol,15.1765,20568.0
402031038,Windsor Gardens,8.4298,15440.0
402031175,Northgate - Northfield,6.5508,10887.0
402031176,Valley View - Gilles Plains,4.683,7682.0
402041040,Ingle Farm,7.4263,11034.0
402041041,Para Hills,10.173,11728.0
402041042,Parafield,4.6289,395.0
402041043,Parafield Gardens,7.0272,12830.0
402041044,Paralowie,8.3213,11796.0
402041046,Salisbury,10.7696,12938.0
402041047,Salisbury East,14.8505,13591.0
402041048,Salisbury North,31.3003,13438.0
402041171,Mawson Lakes - Globe Derby Park,9.6165,10270.0
402041172,Pooraka - Cavan,7.4904,6077.0
402051049,Golden Grove,26.6144,8078.0
402051050,Greenwith,6.0371,7006.0
402051051,Highbury - Dernancourt,12.001,8498.0
402051052,Hope Valley - Modbury,10.3125,12636.0
402051053,Modbury Heights,9.9089,14501.0
402051054,Redwood Park,14.1403,12904.0
402051055,St Agnes - Ridgehaven,12.2999,9950.0
403011056,Brighton (SA),5.9168,10948.0
403011057,Glenelg (SA),7.2232,15588.0
403021058,Edwardstown,5.5375,10883.0
403021059,Hallett Cove,9.2762,9734.0
403021060,Marino - Seaview Downs,12.2123,7606.0
403021061,Mitchell Park,7.5686,11156.0
403021062,Morphettville,6.2005,11078.0
403021063,Sheidow Park - Trott Park,9.3899,7928.0
403021064,Warradale,6.0145,10921.0
403031065,Belair,24.7761,3853.0
403031066,Bellevue Heights,8.7154,6031.0
403031067,Blackwood,16.928,9967.0
403031068,Colonel Light Gardens,6.761,12513.0
403031069,Mitcham (SA),11.4472,12459.0
403031070,Panorama,5.7425,6632.0
403041071,Aberfoyle Park,13.8426,9339.0
403041072,Aldinga,35.3303,12552.0
403041073,Christie Downs,8.5727,6301.0
403041074,Christies Beach,7.2165,8349.0
403041075,Clarendon,123.3732,2820.0
403041076,Coromandel Valley,4.4154,3554.0
403041077,Flagstaff Hill,9.7527,8407.0
403041078,Hackham - Onkaparinga Hills,23.6436,4677.0
403041079,Hackham West - Huntfield Heights,4.374,5625.0
403041080,Happy Valley,10.17,10858.0
403041082,Lonsdale,9.8401,2042.0
403041083,McLaren Vale,119.5749,5705.0
403041084,Morphett Vale - East,7.6836,10427.0
403041085,Morphett Vale - West,5.0775,7317.0
403041086,Reynella,7.7053,8182.0
403041088,Willunga,85.1868,3494.0
403041089,Woodcroft,13.5274,8709.0
403041177,Seaford - Seaford Meadows,11.4713,9992.0
403041178,Seaford Rise - Moana,12.1052,7980.0
404011090,Beverley,4.2061,6746.0
404011091,Flinders Park,6.3972,11463.0
404011092,Henley Beach,5.9563,11900.0
404011093,Hindmarsh - Brompton,7.896,15550.0
404011094,Royal Park - Hendon - Albert Park,3.246,5442.0
404011095,Seaton - Grange,8.2533,12293.0
404011096,West Lakes,8.5515,11892.0
404011097,Woodville - Cheltenham,8.8122,15521.0
404021099,Largs Bay - Semaphore,6.7241,12597.0
404021100,North Haven,14.8433,11378.0
404021101,Port Adelaide,12.972,11369.0
404021102,The Parks,18.2633,14592.0
404031104,Adelaide Airport,7.2952,2144.0
404031105,Fulham,1.3212,2208.0
